,agentName,price,address,beds,baths,parking,postcode
5972,Cactus Li,650.0,2804/845 Whitehourse Road BOX HILL VIC 3128,2,2,1,3128
5973,Sally Jones,700.0,53 Grandview Terrace MOUNT MARTHA VIC 3934,4,1,2,3934
5974,Nikki Nguyen,750.0,1501/11 Bale Circuit SOUTHBANK VIC 3006,2,2,0,3006
5975,Paul Lin,730.0,3603/45 Clarke Street SOUTHBANK VIC 3006,2,2,0,3006
5976,Polly Sung,750.0,1710/228 La Trobe Street MELBOURNE VIC 3000,2,1,0,3000
5977,Dana Levi,700.0,149 neerim road GLEN HUNTLY VIC 3163,2,2,1,3163
5978,Vincent Xiao,710.0,810/545 Station Street BOX HILL VIC 3128,2,2,0,3128
5979,Sisi Peng,740.0,3109/8 Sutherland Street MELBOURNE VIC 3000,2,2,0,3000
5980,Joe Pollina,720.0,109/39 Appleton Street RICHMOND VIC 3121,2,2,1,3121
5981,Lachlan Wilson,695.0,10 Virginia Court BULLEEN VIC 3105,4,2,2,3105
5982,Sana Patel,720.0,103 Ross Street PORT MELBOURNE VIC 3207,2,1,1,3207
5983,Roop Gill,720.0,4 Yellowgum Avenue LYNDHURST VIC 3975,3,2,2,3975
5984,Rick Lin,750.0,58 First Avenue KEW VIC 3101,3,1,1,3101
5985,James Flynn,725.0,806/118 Russell Street MELBOURNE VIC 3000,2,1,0,3000
5986,Priyanka (Priya) Mukherjee,700.0,24 Botany Avenue WOLLERT VIC 3750,4,2,2,3750
5987,Forge Leasing,750.0,8301/228 La Trobe Street MELBOURNE VIC 3000,1,1,0,3000
5988,Emily Dowel Aquire Leasing,695.0,2 Adina Court FRANKSTON VIC 3199,4,2,3,3199
5989,Rosabella Chan,700.0,27 Evesham Drive POINT COOK VIC 3030,5,3,2,3030
5990,Cherie Liu,710.0,9 Saxonwood Drive VERMONT SOUTH VIC 3133,4,2,2,3133
5991,Rental Department,740.0,610/23 O’Sullivan Road GLEN WAVERLEY VIC 3150,2,2,1,3150
5992,Cici Yang,720.0,4103/160 Victoria Street CARLTON VIC 3053,2,1,0,3053
5993,Irenis Ramirez,750.0,34 San Lorenzo Ct HEATHERTON VIC 3202,3,2,2,3202
5994,Joji Cabrera-Sy,730.0,646 Hawthorn Road BRIGHTON EAST VIC 3187,3,2,2,3187
5995,Michael Bernar,720.0,2/694 Gilbert Road RESERVOIR VIC 3073,3,2,2,3073
5996,Joe Pollina,695.0,703/75 Wellington Street COLLINGWOOD VIC 3066,2,1,1,3066
5997,Owen Doan,750.0,3909/462 Elizabeth Street MELBOURNE VIC 3000,2,1,0,3000
5998,Paul Sim,700.0,407/15 Clifton Street PRAHRAN VIC 3181,2,2,1,3181
5999,Kelly Hau,725.0,324/26 Foundation Boulevard BURWOOD EAST VIC 3151,2,2,1,3151
6000,Kyra Burke,750.0,4 Orchid Street MAIDSTONE VIC 3012,3,3,2,3012
6001,Wilsons Warrnambool - Rentals,750.0,81 Ziegler Parade ALLANSFORD VIC 3277,4,2,2,3277
6002,Billy Soe,850.0,4/75 Bent Street MCKINNON VIC 3204,3,3,1,3204
6003,Harry Nihill,750.0,29 Botanica Boulevard BUNDOORA VIC 3083,3,2,3,3083
6004,Emily Zheng,735.0,20 Fongeo Drive POINT COOK VIC 3030,5,2,2,3030
6005,Roop Gill,750.0,3 Allegro Walk JUNCTION VILLAGE VIC 3977,4,3,2,3977
6006,Roop Gill,750.0,9 Arcola Street CLYDE NORTH VIC 3978,5,3,2,3978
6007,Betty Liu,710.0,3304/61-63 Haig Street SOUTHBANK VIC 3006,2,2,1,3006
6008,Nicole Huang,720.0,211/9 Foundation Boulevard BURWOOD EAST VIC 3151,2,2,1,3151
6009,Nathan Roylance,720.0,22 Gear street BRUNSWICK EAST VIC 3057,2,2,1,3057
6010,Shania Martin,700.0,15 Jefferson Grove DONCASTER EAST VIC 3109,4,2,4,3109
6011,Winnie Yang,730.0,1115/628 Flinders St DOCKLANDS VIC 3008,2,1,0,3008
6012,Sandy Ho,740.0,606/677 La Trobe Street DOCKLANDS VIC 3008,2,2,1,3008
6013,Kaye Head,700.0,11/82 Dickens St ELWOOD VIC 3184,2,1,1,3184
6014,Andre Whelan,725.0,50 Borthwick Parade CLYDE NORTH VIC 3978,4,3,2,3978
6015,Andrea Lisanti,700.0,304S/889 Collins Street DOCKLANDS VIC 3008,2,2,1,3008
6016,Nikki Nguyen,720.0,901/11 Bale Circuit SOUTHBANK VIC 3006,2,2,0,3006
6017,Support Team,700.0,1408/103 South Wharf Drive DOCKLANDS VIC 3008,2,1,1,3008
6018,Matthew Swinnerton,795.0,37 Eastgate Street OAKLEIGH VIC 3166,4,2,1,3166
6019,Natasha Melnikova,770.0,304/57-61 Johnston Street FITZROY VIC 3065,2,2,1,3065
6020,Matthew Swinnerton,780.0,1/2 Mill Road OAKLEIGH VIC 3166,3,3,2,3166
6021,Emma Watkinson,780.0,11A Daley Street ELWOOD VIC 3184,2,1,1,3184
6022,David Hua,799.0,21 Blamey Street BENTLEIGH EAST VIC 3165,4,2,4,3165
6023,Tom Koller,800.0,1/1 York Place PRAHRAN VIC 3181,2,1,1,3181
6024,Oscar Sturm,795.0,22 Clyde Street GLEN IRIS VIC 3146,2,1,2,3146
6025,Stephanie Pascoe,795.0,3/11 Bent Parade BLACK ROCK VIC 3193,3,1,3,3193
6026,Fiona Tennant,770.0,63/416A St Kilda Road MELBOURNE VIC 3000,3,1,1,3000
6027,Lynn Xu,790.0,6/500 Highbury Road MOUNT WAVERLEY VIC 3149,3,2,1,3149
6028,Hudson Keppell,780.0,G01/50 Southey Street ELWOOD VIC 3184,2,2,1,3184
6029,Kelly Amor,760.0,2 Hilda Mews ASPENDALE GARDENS VIC 3195,3,2,2,3195
6030,Samridhi Munjal,765.0,3201/43 Hancock Street SOUTHBANK VIC 3006,2,2,0,3006
6031,Melanie Jones,775.0,13 Schutt Street NEWPORT VIC 3015,3,2,0,3015
6032,Kim Te,800.0,1401/18 Claremont Street SOUTH YARRA VIC 3141,2,2,1,3141
6033,Paul Failla,800.0,36 Pitt CARLTON VIC 3053,3,2,1,3053
6034,Cameron  Gibson,790.0,34B Donald Street PRAHRAN VIC 3181,2,1,0,3181
6035,Lorena Lore,800.0,911/915 Collins Street DOCKLANDS VIC 3008,2,2,1,3008
6036,Oscar Sturm,790.0,111/48 Rose Street FITZROY VIC 3065,2,2,1,3065
6037,Angus Brayshaw,800.0,411/29 Waterline Place WILLIAMSTOWN VIC 3016,2,2,1,3016
6038,Sophie Dumas,800.0,602/3 Evergreen Mews ARMADALE VIC 3143,2,2,2,3143
6039,Ysabella Dimitrakopoulos,800.0,178 Stawell Street RICHMOND VIC 3121,3,1,1,3121
6040,Lauren Jackson,800.0,2/11 Barrina Street BLACKBURN SOUTH VIC 3130,3,2,2,3130
6041,Matthew Swinnerton,800.0,4/32 Bay Street BRIGHTON VIC 3186,3,2,2,3186
6042,Jack Alexander,800.0,3304/628 Flinders Street DOCKLANDS VIC 3008,2,2,1,3008
6043,Melissa Fredman,775.0,1/306 Glen Eira Road ELSTERNWICK VIC 3185,2,2,1,3185
6044,Danielle Boyd,785.0,1201/8 Bowen Crescent MELBOURNE VIC 3004,2,2,1,3004
6045,David Hua,800.0,4 Dalwood Court OAKLEIGH SOUTH VIC 3167,4,2,2,3167
6046,Shelter Real Estate,770.0,G08/1555 Malvern Road GLEN IRIS VIC 3146,2,1,1,3146
6047,Meggan Eade,775.0,403B/56 Dorcas St SOUTHBANK VIC 3006,2,2,1,3006
6048,Jay Jacob-Green,795.0,38 Greeves Street ST KILDA VIC 3182,2,1,1,3182
6049,Jayde Cashion,790.0,193 Vere Street ABBOTSFORD VIC 3067,2,1,0,3067
6050,Carolina  Hernandez,800.0,50A Henty Street RESERVOIR VIC 3073,4,2,2,3073
6051,Leo Zhang,780.0,2 Mutual Court FOREST HILL VIC 3131,4,2,3,3131
6052,Ashleigh Coutts,785.0,2/510 Bluff Road HAMPTON VIC 3188,3,1,2,3188
6053,Dylan Archer,780.0,3/152 Power Street HAWTHORN VIC 3122,2,1,1,3122
6054,Cameron  Gibson,770.0,804/466-482 Smith Street COLLINGWOOD VIC 3066,2,2,1,3066
6055,Kristian Williams,780.0,26 Timberglades Drive BUNDOORA VIC 3083,5,2,2,3083
6056,David Passaro,800.0,565 Heidelberg Road ALPHINGTON VIC 3078,3,3,2,3078
6057,Ysabella Dimitrakopoulos,800.0,247 Burnley St RICHMOND VIC 3121,3,1,0,3121
6058,Preet Sandhu,775.0,11/343 Church Street RICHMOND VIC 3121,2,1,1,3121
6059,Veronica Coco,790.0,17 Howard Avenue ORMOND VIC 3204,3,2,3,3204
6060,Preet Sandhu,780.0,109 Lord St RICHMOND VIC 3121,2,1,0,3121
6061,Leasing Team,800.0,315/9 Darling Street SOUTH YARRA VIC 3141,2,2,1,3141
6062,Leasing Team,800.0,25 Balmoral Street SOUTH YARRA VIC 3141,2,2,1,3141
6063,Nicole Gonzalez,800.0,1113/639 Lonsdale Street MELBOURNE VIC 3000,2,2,1,3000
6064,Kirk Stafford,760.0,407 Glen Eira Road CAULFIELD NORTH VIC 3161,3,1,1,3161
6065,Alexander Vingos,780.0,1/31 Parkinson Street MOUNT WAVERLEY VIC 3149,3,3,1,3149
6066,DIANA JURISIC,800.0,40/1 Wellington Crescent EAST MELBOURNE VIC 3002,3,1,1,3002
6067,Ysabella Dimitrakopoulos,800.0,295A Burnley St RICHMOND VIC 3121,2,1,1,3121
6068,Preet Sandhu,770.0,73 Mary Street RICHMOND VIC 3121,2,1,0,3121
6069,Justine Sawford,795.0,2 Downing Street BLACKBURN VIC 3130,5,1,1,3130
6070,Shakira Jaisingh-Fluitsma,780.0,2/40 Durrant Street BRIGHTON VIC 3186,2,1,2,3186
6071,Nicole Gonzalez,775.0,3408/100 Harbour Esplanade DOCKLANDS VIC 3008,2,2,1,3008
6072,Glenda Martin,795.0,24 Trafalgar Street MONT ALBERT VIC 3127,4,2,2,3127
6073,Jay Jacob-Green,795.0,7/83 Park Street ST KILDA WEST VIC 3182,3,1,1,3182
6074,Robert Litinetsky,790.0,3/89 Centre Rd BRIGHTON EAST VIC 3187,3,2,2,3187
6075,Kim Te,800.0,1503/7 Claremont Street SOUTH YARRA VIC 3141,2,2,1,3141
6076,Molly Yuille,780.0,188 Kambrook Road CAULFIELD VIC 3162,3,1,3,3162
6077,Thea Toogood,795.0,54 Lilydale Grove HAWTHORN EAST VIC 3123,3,1,1,3123
6078,Joanne Pearson,795.0,28/220 Barkly Street ST KILDA VIC 3182,2,2,1,3182
6079,Siobhan Sellars,780.0,43 Hillston Road MOORABBIN VIC 3189,3,2,2,3189
6080,Oscar Sturm,795.0,1/24 Northcote Avenue BALWYN VIC 3103,3,2,2,3103
6081,Jason Low,800.0,1/926 Toorak Road CAMBERWELL VIC 3124,3,2,1,3124
6082,Bronte Carfino,800.0,1008/35 Albert Road SOUTH MELBOURNE VIC 3205,2,2,1,3205
6083,Cooper Cavallo,770.0,1/82 Hopetoun Avenue BRUNSWICK WEST VIC 3055,3,2,2,3055
6084,Gary Lewis,795.0,4/1-3 Molesworth Street HAWTHORN EAST VIC 3123,2,1,1,3123
6085,Gary Lewis,795.0,3/33 Princes Street PORT MELBOURNE VIC 3207,3,1,2,3207
6086,Phoebe Tayler,765.0,4/15 Clarke Street WEST FOOTSCRAY VIC 3012,3,2,2,3012
6087,Simon Jones - Albert Park,775.0,104/196 Albert Road SOUTH MELBOURNE VIC 3205,2,2,2,3205
6088,Tara Bourke,775.0,16/109 Nimmo Street MIDDLE PARK VIC 3206,2,1,1,3206
6089,Leasing Concierge,785.0,68B Hawthorn Rd CAULFIELD NORTH VIC 3161,3,2,2,3161
6090,Brittany Esmore,790.0,4 Hyacinth Rise NARRE WARREN SOUTH VIC 3805,4,2,2,3805
6091,Cooper Cavallo,800.0,507/518 Swanston Street CARLTON VIC 3053,2,1,0,3053
6092,Leasing Concierge,795.0,11 Godfrey Ave ST KILDA EAST VIC 3183,3,1,1,3183
6093,Lydia Hurst,800.0,8/29 Grant Street MALVERN EAST VIC 3145,2,1,1,3145
6094,Ruella Head,790.0,3/27 Lansdowne Road ST KILDA EAST VIC 3183,2,2,1,3183
6095,Kelly Nicholas,780.0,308/1559-1567 High Street GLEN IRIS VIC 3146,2,2,1,3146
6096,Andrea Picone,775.0,1311/45 Clarke Street SOUTHBANK VIC 3006,2,2,2,3006
6097,Kerry West,800.0,3 Scott Street BEAUMARIS VIC 3193,3,2,4,3193
6098,Alexandra Graziano,780.0,16 Hill Road BALWYN NORTH VIC 3104,4,2,1,3104
6099,Renee Hewstone,795.0,14/4 Glyndebourne Avenue TOORAK VIC 3142,3,1,1,3142
6100,Michelle De Luca,800.0,26 Aylmer St BALWYN NORTH VIC 3104,3,2,2,3104
6101,Ruella Head,800.0,76 Chapel Street ST KILDA VIC 3182,3,1,1,3182
6102,Catherine Andrews,760.0,17 Steen Avenue SHOREHAM VIC 3916,3,2,2,3916
6103,Ruella Head,790.0,42 Westbury Grove ST KILDA EAST VIC 3183,2,1,0,3183
6104,Ruella Head,795.0,9/24 Kingsley Street ELWOOD VIC 3184,2,1,1,3184
6105,Karen Arnott,790.0,186 - 190 Station Street KOO WEE RUP VIC 3981,4,2,2,3981
6106,Gloria Ye,800.0,6901/462 Elizabeth St MELBOURNE VIC 3000,2,2,0,3000
6107,Molly Yuille,800.0,6/28 St Leonards Court SOUTH YARRA VIC 3141,3,2,1,3141
6108,Laura Scott,775.0,1210/18 Claremont Street SOUTH YARRA VIC 3141,2,2,0,3141
6109,William Saritschniy,800.0,566 Waverley Road MALVERN EAST VIC 3145,3,2,2,3145
6110,Leo Zuo,795.0,1403/318 Little Lonsdale Street MELBOURNE VIC 3000,2,2,1,3000
6111,Jodi Sherr,785.0,82 Moonya Road CARNEGIE VIC 3163,2,1,1,3163
6112,Jasmine Palioportas,775.0,75 Albion Road BOX HILL VIC 3128,4,3,1,3128
6113,Emily Katiforis,795.0,2A Benghazi Avenue ASHBURTON VIC 3147,3,1,2,3147
6114,Michael Tilders,800.0,20 WOODBRIDGE STREET KILLARA VIC 3691,4,2,2,3691
6115,Carson Mair,780.0,36/632 St Kilda Road MELBOURNE VIC 3004,3,2,1,3004
6116,Bronte Carfino,775.0,88 Hunter Street RICHMOND VIC 3121,2,1,1,3121
6117,Rebecca Zukowski,789.0,99 Franklin Street MELBOURNE VIC 3000,1,1,0,3000
6118,Carly Derbyshire,800.0,455 Glen Huntly Road ELSTERNWICK VIC 3185,2,2,1,3185
6119,Leasing Manager Caufield,765.0,L210/12 Caulfield Boulevard CAULFIELD NORTH VIC 3161,1,1,0,3161
6120,Barbara Baltas,800.0,502/3 Scott Alley MELBOURNE VIC 3000,2,2,0,3000
6121,Hansel  Tjahyadi,800.0,1604/260 City Road SOUTHBANK VIC 3006,2,2,0,3006
6122,Jayde Cashion,800.0,30 Cambridge Street COLLINGWOOD VIC 3066,3,1,2,3066
6123,Annabelle Munt,775.0,1405/333 Exhibition Street MELBOURNE VIC 3000,2,2,1,3000
6124,Lachie Beekman,800.0,16A Fulton Avenue MORNINGTON VIC 3931,4,3,2,3931
6125,Buxton Ballarat Leasing,780.0,108 Muir Road MINERS REST VIC 3352,3,1,8,3352
6126,Christie Visser,775.0,31/85 Alexandra Avenue SOUTH YARRA VIC 3141,2,2,1,3141
6127,Cassandra Hutchings,760.0,20 McDougall Drive FOOTSCRAY VIC 3011,3,2,2,3011
6128,Pooja Sekar,760.0,2007/180 City Road SOUTHBANK VIC 3006,2,2,1,3006
6129,Brook Chuang,800.0,45 Knights Drive GLEN WAVERLEY VIC 3150,4,2,2,3150
6130,Harriet Killingbeck,790.0,1301/687 Latrobe Sreet DOCKLANDS VIC 3008,2,2,0,3008
6131,Alisha Mehta,764.0,A703/348 Macaulay Road KENSINGTON VIC 3031,1,1,1,3031
6132,Miki Kawabuchi,780.0,4407/601 Little Lonsdale Street MELBOURNE VIC 3000,2,1,1,3000
6133,Calvin Tan,800.0,3508/120 A'beckett Street MELBOURNE VIC 3000,2,2,0,3000
6134,Tish Langley,770.0,17 Michellan Court DONVALE VIC 3111,4,2,2,3111
6135,Carole Wilson,800.0,53 Valias Street NORTH WARRANDYTE VIC 3113,4,2,2,3113
6136,Ray White Rental Centre,800.0,1/121 Burke Road FERNTREE GULLY VIC 3156,4,2,2,3156
6137,Gordana Velevski,795.0,1303/14 Queens Road MELBOURNE VIC 3004,1,1,1,3004
6138,Dylan Archer,780.0,102/469 Riversdale Road HAWTHORN EAST VIC 3123,2,2,1,3123
6139,Asa Salimi,800.0,1301/60 A'beckett Street MELBOURNE VIC 3000,2,2,0,3000
6140,Kim Davey,795.0,34/7 Drewery Lane MELBOURNE VIC 3000,2,2,1,3000
6141,Jessica Conte-Singh,790.0,11/202 Mountain View Road BRIAR HILL VIC 3088,4,2,2,3088
6142,Vince Ramesan,800.0,1210/639 Lonsdale Street MELBOURNE VIC 3000,2,2,0,3000
6143,Hank Kister,800.0,1102/60 Kavanagh Street SOUTHBANK VIC 3006,2,2,1,3006
6144,Jacob Paola,770.0,50B Tulip Crescent BORONIA VIC 3155,4,2,2,3155
6145,Emily Haynes,780.0,25 Bell Parade DRUMCONDRA VIC 3215,4,2,3,3215
6146,Stephanie Petrakis,800.0,16 Greenways Road GLEN WAVERLEY VIC 3150,5,2,2,3150
6147,Amanda Carr,790.0,5 Heriot Place WILLIAMSTOWN VIC 3016,3,2,2,3016
6148,Yiotis Christodoulou,800.0,11 Hume Street ARMADALE VIC 3143,3,2,1,3143
6149,Leasing Team,800.0,1310/120 A'beckett Street MELBOURNE VIC 3000,2,2,1,3000
6150,Mercedes Antonopoulos,800.0,279 St Georges Road NORTHCOTE VIC 3070,3,1,2,3070
6151,RentBetter Team,800.0,22 Aitken St CLIFTON HILL VIC 3068,3,1,1,3068
6152,Natasha Carroll,775.0,46 Nabilla Avenue SEAFORD VIC 3198,4,2,2,3198
6153,Emily Kusay,770.0,903/251 Johnston Street ABBOTSFORD VIC 3067,2,2,1,3067
6154,Mark Lim,780.0,18A Sydare Avenue MALVERN EAST VIC 3145,3,2,2,3145
6155,Claire Spring,770.0,6610C/633 Little Lonsdale Street MELBOURNE VIC 3000,2,1,0,3000
6156,Maggie H,760.0,4*03/228 La Trobe Street MELBOURNE VIC 3000,2,1,0,3000
6157,John Harrington,795.0,223/220 Chapel Road KEYSBOROUGH VIC 3173,4,2,2,3173
6158,Rebecca Bassett,785.0,53b Woodlands Grove FRANKSTON VIC 3199,4,2,2,3199
6159,Kenneth Wu,775.0,44 Hertford Road DONCASTER EAST VIC 3109,4,2,1,3109
6160,Jake Higgins,800.0,3/431 Albion Street BRUNSWICK VIC 3056,2,2,1,3056
6161,Victoria Tsonis,780.0,25 Turnbull Grove NORTHCOTE VIC 3070,2,1,0,3070
6162,Iman Hasan,780.0,8 Ann Street WILLIAMSTOWN VIC 3016,3,2,0,3016
6163,April Langley,770.0,6/7 Fabian Court MARIBYRNONG VIC 3032,3,2,2,3032
6164,Oscar Reynolds,760.0,16 Murrumbeena Crescent MURRUMBEENA VIC 3163,3,1,2,3163
6165,Asa Salimi,800.0,706/22-40 Wills Street MELBOURNE VIC 3000,2,2,1,3000
6166,Sarah Cruise,780.0,2/19 Brunel Road SEAFORD VIC 3198,4,3,2,3198
6167,Rhys Brown,775.0,2602/45 Clarke Street SOUTHBANK VIC 3006,2,2,1,3006
6168,Christine Baldasso,770.0,31 Lovett Walk FOOTSCRAY VIC 3011,3,2,1,3011
6169,Yiotis Christodoulou,800.0,4/41 Caroline Street SOUTH YARRA VIC 3141,3,1,1,3141
6170,Damien Sienkiewicz,760.0,4/104 Bernard Street CHELTENHAM VIC 3192,3,2,2,3192
6171,Monica Lettieri,770.0,220/338 Gore Street FITZROY VIC 3065,2,2,1,3065
6172,Claire Spring,795.0,2008D/648 Lonsdale Street MELBOURNE VIC 3000,2,2,0,3000
6173,Stephen McCleery,795.0,4/312 Alma Road CAULFIELD NORTH VIC 3161,3,2,1,3161
6174,Danijela Pekic,780.0,7 Ellendale Street MICKLEHAM VIC 3064,5,3,2,3064
6175,Tanya Alley,760.0,10A Sinclair Street CHELTENHAM VIC 3192,4,2,1,3192
6176,Rochelle Archibald,800.0,3 Ripper Street MONTMORENCY VIC 3094,4,2,2,3094
6177,Natalie Pavan,780.0,23A Stewart Street BRUNSWICK VIC 3056,3,1,1,3056
6178,Jordan Romero,790.0,33 Birdsong Avenue MICKLEHAM VIC 3064,5,2,4,3064
6179,Sam Landale,800.0,48/1 Riverside Quay SOUTHBANK VIC 3006,2,1,1,3006
6180,Andrew D'Aprano,755.0,3/5 Afton Street ABERFELDIE VIC 3040,3,2,1,3040
6181,Steven Wang,800.0,1003/220 Spencer Street MELBOURNE VIC 3000,2,2,1,3000
6182,Sonia Greco,800.0,157 Gower Street Street PRESTON VIC 3072,4,2,2,3072
6183,Madeleine Cahill,780.0,203/63-65 High Street NORTHCOTE VIC 3070,2,1,1,3070
6184,Wally Omar,800.0,175 Amess Street CARLTON NORTH VIC 3054,3,1,0,3054
6185,Jenaya Klaassen,795.0,2/32 Napier Street MORNINGTON VIC 3931,3,2,1,3931
6186,Stephanie Petrakis,780.0,3/40-42 Sadie Street MOUNT WAVERLEY VIC 3149,3,2,2,3149
6187,Bosch Lerkkajornnamkul,760.0,1908/118 Kavanagh Street SOUTHBANK VIC 3006,2,2,1,3006
6188,Alice Mosut,760.0,6A Bruce Street WEST FOOTSCRAY VIC 3012,3,3,2,3012
6189,Jovy Marzan,790.0,2409/118 Kavanagh Street SOUTHBANK VIC 3006,2,2,1,3006
6190,Leasing Team,800.0,3502/27 Therry Street MELBOURNE VIC 3000,2,2,1,3000
6191,Stella Lee,800.0,21 Kawana Crescent GLEN WAVERLEY VIC 3150,5,2,2,3150
6192,Property Management Team,800.0,89 Glenelg Drive MENTONE VIC 3194,4,2,2,3194
6193,Anna Mou,790.0,1004/673 La Trobe Street DOCKLANDS VIC 3008,2,2,1,3008
6194,Henry He,800.0,13 Lantana Street DONCASTER EAST VIC 3109,4,3,2,3109
6195,Ashleigh King,800.0,6 Craiglea Court DONCASTER EAST VIC 3109,4,2,4,3109
6196,Leasing Team,760.0,312/288 Adderley Street WEST MELBOURNE VIC 3003,2,2,1,3003
6197,Muhamed Khoder,775.0,48 Berry Street COBURG VIC 3058,3,1,2,3058
6198,Samjhana Kafle,770.0,136 The Boulevard ABERFELDIE VIC 3040,3,2,3,3040
6199,Amanda Tempini,780.0,44 Gibdon Street BURNLEY VIC 3121,2,1,2,3121
6200,Charles Marvelli,800.0,15/1-5 Martin Street ST KILDA VIC 3182,2,1,1,3182
6201,Natalie Drozdek,800.0,80 Lake Road BLACKBURN VIC 3130,4,2,2,3130
6202,Leasing Team,790.0,25 Merton Close CHELTENHAM VIC 3192,4,3,2,3192
6203,Leasing Team,785.0,2 Judd Parade CHELTENHAM VIC 3192,3,2,2,3192
6204,No Agent Property - VIC,800.0,1/5 Jaguar Dr CLAYTON VIC 3168,4,3,2,3168
6205,Lucas Handley,800.0,3/213 Nicholson Street BRUNSWICK EAST VIC 3057,3,2,1,3057
6206,Simone Shiells,800.0,83 Wyong St KEILOR EAST VIC 3033,3,2,1,3033
6207,Joshua Callis,760.0,93/88 Kavanagh Street SOUTHBANK VIC 3006,2,2,1,3006
6208,Adam Harrison,790.0,719/626 Heidelberg Road ALPHINGTON VIC 3078,2,2,1,3078
6209,Ann Borg,780.0,76 Ovens Street YARRAVILLE VIC 3013,3,2,2,3013
6210,Stephanie Njomkam,790.0,6 Powell Street YARRAVILLE VIC 3013,3,2,0,3013
6211,Ray White Rental Centre,765.0,4207/120 A'Beckett Street MELBOURNE VIC 3000,2,2,0,3000
6212,Danijela Pekic,800.0,10 Ward Drive MILL PARK VIC 3082,4,2,2,3082
6213,Lilydale Rentals,780.0,5 Steers Way LILYDALE VIC 3140,3,2,2,3140
6214,Leasing Team,800.0,1308/138 Spencer Street MELBOURNE VIC 3000,2,2,0,3000
6215,Amy Hindrum,800.0,7 Heany Park Road ROWVILLE VIC 3178,4,2,2,3178
6216,Gartland Leasing,800.0,139 Hope Street GEELONG WEST VIC 3218,4,2,2,3218
6217,Edward Wu,765.0,10A Park Street MORDIALLOC VIC 3195,3,3,1,3195
6218,Nichola Coultish,800.0, GISBORNE SOUTH VIC 3437,4,2,6,3437
6219,Kiana Minenko,790.0,38 Willis Street KENSINGTON VIC 3031,3,2,2,3031
6220,Lachie Whitehead,800.0,37A East Boundary Road BENTLEIGH EAST VIC 3165,3,2,1,3165
6221,Jerry Bao,800.0,29 Tannock St BALWYN NORTH VIC 3104,3,2,2,3104
6222,Elvis Ng,780.0,1401E/888 Collins Street DOCKLANDS VIC 3008,2,2,1,3008
6223,Nick Zhang,800.0,1/6 Luke Street CLAYTON VIC 3168,3,3,1,3168
6224,Olivia West,775.0,G01/832 Doncaster Road DONCASTER VIC 3108,3,2,2,3108
6225,Ding Qi,800.0,4805/11 Bale Circuit SOUTHBANK VIC 3006,2,2,0,3006
6226,Anna Wang,770.0,609N/889 Collins Street DOCKLANDS VIC 3008,2,2,1,3008
6227,Chaya Varsani,765.0,5A Newry Street RICHMOND VIC 3121,2,1,1,3121
6228,Narelle Poloso,800.0,1 Gordon Crescent BLACKBURN VIC 3130,5,2,4,3130
6229,Stephanie Jabbour,800.0,2/30 Matilda Road MOORABBIN VIC 3189,3,2,2,3189
6230,Ray White Rental Centre,770.0,2/8 Dobson Street FERNTREE GULLY VIC 3156,4,3,2,3156
6231,Jennifer Parrot,795.0,1&2/514 Ryrie Street EAST GEELONG VIC 3219,4,2,2,3219
6232,Rebecca Dykes,770.0,1/187 Nepean Highway SEAFORD VIC 3198,3,2,2,3198
6233,Ray White Rental Centre,800.0,1/32 Folkstone Crescent FERNTREE GULLY VIC 3156,4,3,1,3156
6234,Mandi Kuran,780.0,104/598 St Kilda Road MELBOURNE VIC 3004,3,2,1,3004
6235,Tanaiya Moussa,775.0,4/5 Yunki Court ASHWOOD VIC 3147,3,2,1,3147
6236,Mario Setiawan,780.0,3304/90 Lorimer Street DOCKLANDS VIC 3008,2,1,2,3008
6237,Wally Omar,800.0,24 Austin Street FAIRFIELD VIC 3078,3,2,1,3078
6238,Tiffany Pan,795.0,1/531 Springvale Road GLEN WAVERLEY VIC 3150,3,2,2,3150
6239,Alessandra Knez,760.0,186 Barkly Street BRUNSWICK VIC 3056,2,1,1,3056
6240,Stephanie Petrakis,795.0,3612/60 Kavanagh Street SOUTHBANK VIC 3006,2,2,1,3006
6241,Leasing ...,780.0,2/628 Whitehorse Road MITCHAM VIC 3132,3,2,2,3132
6242,Azhar Bhatti,780.0,86A Bent Street MOONEE PONDS VIC 3039,3,2,1,3039
6243,Melanie Jowett,770.0,2/34A Johnstone Street SEAFORD VIC 3198,3,2,3,3198
6244,Cubbi (78772),760.0,2/3 Blucher St FERNTREE GULLY VIC 3156,3,2,5,3156
6245,Lynda White,780.0,20A Central Ave BLACK ROCK VIC 3193,3,2,1,3193
6246,Mania Sidhu,780.0,2200/668 Bourke Street MELBOURNE VIC 3000,2,2,1,3000
6247,Diana Camacho,760.0,3110/551 Swanston Street CARLTON VIC 3053,2,2,1,3053
6248,Mania Sidhu,800.0,902/408 Spencer Street WEST MELBOURNE VIC 3003,2,2,1,3003
6249,Leasing Department,800.0,6 Neptune Street RICHMOND VIC 3121,3,1,2,3121
6250,Bronte Carfino,800.0,601/138 Ferrars Street SOUTH MELBOURNE VIC 3205,2,2,0,3205
6251,For Rent (VIC),795.0,498 Melbourne Road BLAIRGOWRIE VIC 3942,3,1,2,3942
6252,Mandi Kuran,780.0,1/386 Orrong Road CAULFIELD NORTH VIC 3161,2,2,2,3161
